DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231110558,06/27/2023 12:00:00 AM,08/07/2020 12:00:00 AM,1400,11,Northeast,1149,2,946,OTHER MISCELLANEOUS CRIME,,26,M,B,710.0,OTHER PREMISE,,,IC,Invest Cont,946.0,,,,200 N  AVE 55,,34.1094,-118.1963
221509576,05/13/2022 12:00:00 AM,05/20/2020 12:00:00 AM,1500,15,N Hollywood,1543,2,625,OTHER ASSAULT,0444 0416 0356,48,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625.0,,,,12100    BURBANK                      BL,,34.1721,-118.3965
221907738,04/01/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,19,Mission,1987,2,354,THEFT OF IDENTITY,,16,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,8500    MAMMOTH                      AV,,34.2249,-118.4344
230604435,01/11/2023 12:00:00 AM,12/13/2020 12:00:00 AM,2000,6,Hollywood,667,1,310,BURGLARY,1822 0344,45,F,W,120.0,STORAGE SHED,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,5800    SANTA MONICA                 BL,,34.0944,-118.319
220908425,04/26/2022 12:00:00 AM,11/20/2020 12:00:00 AM,1600,9,Van Nuys,952,1,310,BURGLARY,0344 1601,50,F,H,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,5200 N  SEPULVEDA                    BL,,34.1649,-118.4661
230911235,06/29/2023 12:00:00 AM,11/01/2020 12:00:00 AM,600,9,Van Nuys,964,2,354,THEFT OF IDENTITY,0377,46,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5100    STANSBURY                    AV,,34.1635,-118.4411
230818509,11/20/2023 12:00:00 AM,01/01/2020 12:00:00 AM,700,8,West LA,823,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0601 1822,44,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,800    VIA DE LA PAZ,,34.0448,-118.5277
232109597,05/27/2023 12:00:00 AM,07/14/2020 12:00:00 AM,1655,21,Topanga,2118,2,354,THEFT OF IDENTITY,1822 0922 0929 0930,52,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,20400    CANTARA                      ST,,34.2191,-118.5771
221011819,07/20/2022 12:00:00 AM,07/19/2020 12:00:00 AM,1800,10,West Valley,1004,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300,80,F,K,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,18400    INGOMAR                      ST,,34.212,-118.534
231711215,06/12/2023 12:00:00 AM,11/12/2020 12:00:00 AM,1110,17,Devonshire,1701,2,354,THEFT OF IDENTITY,0929 1822 0930,51,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,20600    LUGANO                       WY,,34.2799,-118.5818
230507982,04/20/2023 12:00:00 AM,04/01/2020 12:00:00 AM,1,5,Harbor,563,2,624,BATTERY - SIMPLE ASSAULT,0913 1259,14,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,624.0,,,,700 S  LELAND                       ST,,33.7379,-118.3012
230714761,09/18/2023 12:00:00 AM,06/16/2020 12:00:00 AM,1445,7,Wilshire,758,2,354,THEFT OF IDENTITY,0930,33,F,J,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1100 S  MUIRFIELD                    RD,,34.0537,-118.3327
221211022,04/26/2022 12:00:00 AM,04/26/2020 12:00:00 AM,2115,12,77th Street,1204,2,354,THEFT OF IDENTITY,0100,41,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1100 W  VERNON                       AV,,34.0037,-118.2938
230506149,02/28/2023 12:00:00 AM,07/01/2020 12:00:00 AM,1200,5,Harbor,521,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,SANFORD,ANAHEIM,33.7694,-118.2955
221313048,06/17/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1,13,Newton,1303,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0601,51,M,O,406.0,OTHER STORE,,,IC,Invest Cont,341.0,,,,1000    TOWNE                        AV,,34.0342,-118.2496
241904532,12/19/2023 12:00:00 AM,05/01/2020 12:00:00 AM,5,19,Mission,1993,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1258 0522 0515 0913 1817 1801,8,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812.0,815.0,,,8100 N  SEPULVEDA                    PL,,34.2181,-118.4664
230309845,04/24/2023 12:00:00 AM,09/01/2020 12:00:00 AM,1200,3,Southwest,319,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0342 0913 1236 1906 1913,30,M,W,203.0,OTHER BUSINESS,,,AO,Adult Other,956.0,,,,1900    PARK GROVE                   AV,,34.0363,-118.2762
231810615,05/17/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1200,18,Southeast,1849,1,820,ORAL COPULATION,0913 0360 0507 1257,3,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812.0,820.0,,,2000 E  115TH                        ST,,33.9305,-118.2363
220110779,04/21/2022 12:00:00 AM,11/28/2020 12:00:00 AM,1700,1,Central,111,2,662,"BUNCO, GRAND THEFT",0800 0701 0344 1822,55,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662.0,,,,500 W  CESAR E CHAVEZ               AV,,34.0592,-118.2414
220106694,02/16/2022 12:00:00 AM,03/13/2020 12:00:00 AM,1900,1,Central,111,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1803 0344 0913,0,X,X,721.0,HIGH SCHOOL,,,IC,Invest Cont,668.0,,,,400 N  GRAND                        AV,,34.0595,-118.2451
230126260,12/11/2023 12:00:00 AM,12/10/2020 12:00:00 AM,800,1,Central,182,1,330,BURGLARY FROM VEHICLE,1822 1300 1307 0344,28,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,1100 S  GRAND                        AV,,34.0415,-118.262
231223480,11/21/2023 12:00:00 AM,02/02/2020 12:00:00 AM,1,12,77th Street,1233,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,845.0,,,,5800    HAAS                         AV,,33.9891,-118.3167
221507610,03/28/2022 12:00:00 AM,03/22/2020 12:00:00 AM,500,15,N Hollywood,1548,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0416 0444,33,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,5200    HARMONY                      AV,,34.1649,-118.3665
231218307,08/18/2023 12:00:00 AM,07/06/2020 12:00:00 AM,1605,12,77th Street,1218,2,354,THEFT OF IDENTITY,0100 0930 0922 1822 0917,28,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,800 W  52ND                         ST,,33.9953,-118.2872
220611171,05/31/2022 12:00:00 AM,03/10/2020 12:00:00 AM,1000,6,Hollywood,632,2,354,THEFT OF IDENTITY,1822,49,M,O,710.0,OTHER PREMISE,,,IC,Invest Cont,354.0,,,,8400    HOLLYWOOD                    BL,,34.0994,-118.3727
220705297,02/04/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1255,7,Wilshire,736,2,354,THEFT OF IDENTITY,0344,44,F,H,145.0,MAIL BOX,,,IC,Invest Cont,354.0,,,,300 S  DETROIT                      ST,,34.0683,-118.3451
231805308,01/26/2023 12:00:00 AM,07/15/2020 12:00:00 AM,1238,18,Southeast,1842,2,354,THEFT OF IDENTITY,1822 0922 0929 0930,23,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,100 W  IMPERIAL                     HY,,33.9347,-118.2761
231311304,05/25/2023 12:00:00 AM,06/15/2020 12:00:00 AM,1535,13,Newton,1377,2,354,THEFT OF IDENTITY,1822,31,M,J,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5500    MORGAN                       AV,,33.993,-118.2446
220804051,12/11/2021 12:00:00 AM,01/18/2020 12:00:00 AM,910,8,West LA,882,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0913,37,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,956.0,,,,1900    SAWTELLE                     BL,,34.0425,-118.445
221005035,01/29/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1500,10,West Valley,1035,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0360 0400 0551 1259,13,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,812.0,860.0,,,6600    DARBY                        AV,,34.1902,-118.5335
220917253,12/13/2022 12:00:00 AM,12/21/2020 12:00:00 AM,1800,9,Van Nuys,916,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0416 0419,20,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,VANOWEN,WOODMAN,34.1939,-118.4313
220214942,08/11/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1030,2,Rampart,279,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344 1822 1608 1300,43,M,V,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,1500 W  OLYMPIC                      BL,,34.0484,-118.2724
220620646,12/27/2022 12:00:00 AM,11/19/2020 12:00:00 AM,1040,6,Hollywood,649,2,354,THEFT OF IDENTITY,0929 0922 0917,58,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1600 N  KINGSLEY                     DR,,34.1,-118.3033
231613511,10/30/2023 12:00:00 AM,05/05/2020 12:00:00 AM,525,16,Foothill,1641,2,354,THEFT OF IDENTITY,1822 0928 0377,22,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10200    RINCON                       AV,,34.2558,-118.4275
230609606,05/09/2023 12:00:00 AM,08/23/2020 12:00:00 AM,1005,6,Hollywood,656,2,354,THEFT OF IDENTITY,1822,58,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1000    VINE                         ST,,34.0889,-118.3266
221606629,03/22/2022 12:00:00 AM,05/01/2020 12:00:00 AM,1125,16,Foothill,1664,2,354,THEFT OF IDENTITY,0928 0922 0930,43,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,9300    GLENOAKS                     BL,,34.2429,-118.3887
222104573,01/18/2022 12:00:00 AM,08/07/2020 12:00:00 AM,1155,21,Topanga,2169,2,354,THEFT OF IDENTITY,0922 1822,38,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6200    PENFIELD                     AV,,34.1818,-118.5676
220413587,09/26/2022 12:00:00 AM,09/01/2020 12:00:00 AM,300,4,Hollenbeck,459,1,121,"RAPE, FORCIBLE",2000 0913 0527 1813 1243 2002 0400,50,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,3200    BLANCHARD                    ST,,34.0464,-118.1933
220705715,02/15/2022 12:00:00 AM,08/15/2020 12:00:00 AM,815,7,Wilshire,762,2,354,THEFT OF IDENTITY,1822 0930 0922,27,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1500 S  HAYWORTH                     AV,,34.0499,-118.368
221707355,02/15/2022 12:00:00 AM,07/23/2020 12:00:00 AM,2000,17,Devonshire,1703,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202 0361 0913 0603,62,M,C,504.0,OTHER RESIDENCE,,,AO,Adult Other,745.0,,,,19100    DERWENT                      PL,,34.296,-118.5502
211611263,08/31/2021 12:00:00 AM,02/10/2020 12:00:00 AM,2300,16,Foothill,1645,2,813,CHILD ANNOYING (17YRS & UNDER),1259 0913 0500,16,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,813.0,,,,12600    GARBER                       ST,,34.2659,-118.4058
232004972,01/25/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1200,20,Olympic,2038,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0448 0510 0522 0503 0509 0432,10,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812.0,860.0,,,3000    LEEWARD                      AV,,34.0587,-118.2891
221704892,01/21/2022 12:00:00 AM,07/01/2020 12:00:00 AM,800,17,Devonshire,1701,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1817 1906 1912,46,F,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,956.0,,,,19500    SHADOW GLEN CIR,,34.293,-118.5599
222012456,07/19/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1230,20,Olympic,2079,2,354,THEFT OF IDENTITY,0100,11,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1300    MAGNOLIA                     AV,,34.0473,-118.2865
220614618,08/13/2022 12:00:00 AM,12/15/2020 12:00:00 AM,2200,6,Hollywood,666,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 0352 1601,28,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,LEXINGTON,EL CENTRO,34.0926,-118.3245
220515613,11/03/2022 12:00:00 AM,09/01/2020 12:00:00 AM,1200,5,Harbor,567,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 0416,18,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,400 W  20TH                         ST,,33.7261,-118.2858
221411398,05/24/2022 12:00:00 AM,03/30/2020 12:00:00 AM,1640,14,Pacific,1428,2,354,THEFT OF IDENTITY,1822,50,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10900    ROSE                         AV,,34.0242,-118.4183
230304640,01/14/2023 12:00:00 AM,03/14/2020 12:00:00 AM,730,3,Southwest,362,2,354,THEFT OF IDENTITY,1822 0100 0930,29,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,4500    COLISEUM                     ST,,34.0175,-118.346
222108906,05/03/2022 12:00:00 AM,12/31/2020 12:00:00 AM,1220,21,Topanga,2133,1,352,PICKPOCKET,0344,19,M,H,701.0,HOSPITAL,,,IC,Invest Cont,352.0,,,,7300    MEDICAL CENTER               DR,,34.2035,-118.6294
221608687,05/24/2022 12:00:00 AM,03/30/2020 12:00:00 AM,1200,16,Foothill,1605,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1258 0913 0515,6,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812.0,815.0,,,11800    KATHYANN                     ST,,34.2838,-118.3933
230218441,10/02/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1000,2,Rampart,235,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 1259 0602 0913 0554,17,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812.0,860.0,,,200 S  LAKE                         ST,,34.0663,-118.2719
221210385,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,845,12,77th Street,1243,1,330,BURGLARY FROM VEHICLE,1822 1606 0344,52,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330.0,,,,6400    HAAS                         AV,,33.9818,-118.3168
231712864,07/16/2023 12:00:00 AM,01/16/2020 12:00:00 AM,1605,17,Devonshire,1787,2,354,THEFT OF IDENTITY,0927 0928 0929 1822,31,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,9700    ZELZAH                       AV,,34.2468,-118.5233
212015778,10/16/2021 12:00:00 AM,05/15/2020 12:00:00 AM,1310,20,Olympic,2022,2,354,THEFT OF IDENTITY,1822 0100,89,F,K,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,600 S  MANHATTAN                    PL,,34.0625,-118.3104
231214436,06/23/2023 12:00:00 AM,11/20/2020 12:00:00 AM,1200,12,77th Street,1211,2,354,THEFT OF IDENTITY,0377 1822,27,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,5300    3RD                          AV,,33.995,-118.3204
231308748,04/04/2023 12:00:00 AM,08/14/2020 12:00:00 AM,1210,13,Newton,1365,2,354,THEFT OF IDENTITY,0930,32,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1300 E  48TH                         ST,,34.0002,-118.2521
220517340,12/23/2022 12:00:00 AM,07/29/2020 12:00:00 AM,2200,5,Harbor,564,2,354,THEFT OF IDENTITY,1822 0935,25,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,100 S  ARBOLES                      CT,,33.7431,-118.2821
201605651,02/09/2020 12:00:00 AM,01/30/2020 12:00:00 AM,44,16,Foothill,1601,1,648,ARSON,,55,M,B,101.0,STREET,,,IC,Invest Cont,648.0,,,,12900    DESMOND                      ST,,34.2862,-118.4133
230704658,01/16/2023 12:00:00 AM,05/11/2020 12:00:00 AM,750,7,Wilshire,774,2,354,THEFT OF IDENTITY,0100 1822,32,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1800 S  LA BREA                      AV,,34.0424,-118.3467
220321001,11/29/2022 12:00:00 AM,02/18/2020 12:00:00 AM,2120,3,Southwest,326,2,354,THEFT OF IDENTITY,0100 1822,44,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,2700    BRIGHTON                     AV,,34.0309,-118.3015
231717780,11/17/2023 12:00:00 AM,02/21/2020 12:00:00 AM,1100,17,Devonshire,1701,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,44,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,20400    ALBION                       WY,,34.288,-118.5797
230809796,05/17/2023 12:00:00 AM,09/26/2020 12:00:00 AM,800,8,West LA,882,2,354,THEFT OF IDENTITY,1202 0100 0928 1822,70,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,11500    MISSOURI                     AV,,34.0408,-118.4479
221108981,05/10/2022 12:00:00 AM,12/02/2020 12:00:00 AM,1200,11,Northeast,1123,2,354,THEFT OF IDENTITY,0928 1822,37,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3900    GLENFELIZ                    BL,,34.1212,-118.2672
231204979,01/18/2023 12:00:00 AM,05/01/2020 12:00:00 AM,1200,12,77th Street,1205,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0417 1813 2000 0419 0429,21,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1000 W  50TH                         ST,,33.9978,-118.2915
220310780,05/16/2022 12:00:00 AM,10/01/2020 12:00:00 AM,1130,3,Southwest,395,2,354,THEFT OF IDENTITY,0100 1251 1259 1822,13,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1800 W  43RD                         ST,,34.0055,-118.3113
230506618,03/13/2023 12:00:00 AM,08/05/2020 12:00:00 AM,1,5,Harbor,522,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,0913,0,M,O,726.0,POLICE FACILITY,,,AO,Adult Other,845.0,,,,2100    JOHN S GIBSON                BL,,33.7795,-118.2715
210907013,03/16/2021 12:00:00 AM,11/15/2020 12:00:00 AM,1200,9,Van Nuys,931,2,940,EXTORTION,1202 0337,59,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940.0,,,,6300    PEACH                        AV,,34.1848,-118.4675
210205090,12/20/2020 12:00:00 AM,12/04/2020 12:00:00 AM,1455,2,Rampart,205,2,354,THEFT OF IDENTITY,0100 1822,35,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,900 N  VENDOME                      ST,,34.0823,-118.2755
221507368,03/23/2022 12:00:00 AM,02/01/2020 12:00:00 AM,1,15,N Hollywood,1504,2,860,BATTERY WITH SEXUAL CONTACT,0522 1259,15,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,11700    RUNNYMEDE                    ST,,34.2057,-118.3878
240904504,01/13/2024 12:00:00 AM,01/13/2020 12:00:00 AM,1150,9,Van Nuys,955,2,354,THEFT OF IDENTITY,1822 0930,33,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14200    CHANDLER                     BL,,34.1684,-118.4423
221409128,04/12/2022 12:00:00 AM,04/20/2020 12:00:00 AM,950,14,Pacific,1444,2,886,DISTURBING THE PEACE,1501,18,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,886.0,,,,13600    MARINA POINT                 DR,,33.9876,-118.4489
221205529,01/28/2022 12:00:00 AM,01/01/2020 12:00:00 AM,5,12,77th Street,1259,1,121,"RAPE, FORCIBLE",1251 1258 0913 0556 0500 0526,8,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,812.0,,,800 E  77TH                         ST,,33.9694,-118.2608
221516877,11/02/2022 12:00:00 AM,09/07/2020 12:00:00 AM,2100,15,N Hollywood,1591,1,820,ORAL COPULATION,0512 1259 0500 1820 0448 0531 0507,14,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812.0,820.0,,,8500    MULHOLLAND                   DR,,34.1325,-118.3974
230714857,09/20/2023 12:00:00 AM,07/20/2020 12:00:00 AM,1435,7,Wilshire,758,2,354,THEFT OF IDENTITY,1822,33,F,J,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1100 S  MUIRFIELD                    RD,,34.0537,-118.3327
211409233,04/06/2021 12:00:00 AM,08/19/2020 12:00:00 AM,1730,14,Pacific,1496,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,5900 W  CENTURY                      BL,,33.9456,-118.3932
231412171,06/09/2023 12:00:00 AM,06/01/2020 12:00:00 AM,1200,14,Pacific,1435,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,-2,M,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,3500    GRAND VIEW                   BL,,34.0118,-118.4365
220517192,12/19/2022 12:00:00 AM,07/01/2020 12:00:00 AM,2200,5,Harbor,503,1,330,BURGLARY FROM VEHICLE,0344,53,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,25400    PINE CREEK                   LN,,33.7911,-118.2849
221207508,02/28/2022 12:00:00 AM,07/01/2020 12:00:00 AM,1100,12,77th Street,1235,2,354,THEFT OF IDENTITY,0100 0928,32,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1400 W  60TH                         ST,,33.9859,-118.3002
222106975,03/14/2022 12:00:00 AM,08/07/2020 12:00:00 AM,1600,21,Topanga,2104,2,354,THEFT OF IDENTITY,1822 0929,35,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,8800    TOPANGA CANYON               BL,,34.2299,-118.6033
221209243,03/16/2022 12:00:00 AM,06/26/2020 12:00:00 AM,1130,12,77th Street,1243,2,354,THEFT OF IDENTITY,0100 0928,36,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1800 W  70TH                         ST,,33.9762,-118.309
220206809,03/03/2022 12:00:00 AM,02/02/2020 12:00:00 AM,1200,2,Rampart,231,2,354,THEFT OF IDENTITY,1822 0100,54,F,F,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,354.0,,,,2800    COUNCIL                      ST,,34.0721,-118.2785
200406391,03/02/2020 12:00:00 AM,03/01/2020 12:00:00 AM,1430,4,Hollenbeck,407,1,310,BURGLARY,0344 1607,27,M,W,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,4500    HUNTINGTON DR,,34.0881,-118.1877
221212344,05/17/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1,12,77th Street,1241,2,666,"BUNCO, ATTEMPT",1822 0800,59,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,666.0,,,,6500    WEST                         BL,,33.9806,-118.3352
221905893,02/15/2022 12:00:00 AM,02/15/2020 12:00:00 AM,1,19,Mission,1962,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,52,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,9600    SALOMA                       AV,,34.245,-118.4579
221417043,09/28/2022 12:00:00 AM,12/01/2020 12:00:00 AM,1,14,Pacific,1428,2,662,"BUNCO, GRAND THEFT",0701,77,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,3000    WESTWOOD                     BL,,34.0306,-118.4209
221510639,06/05/2022 12:00:00 AM,01/24/2020 12:00:00 AM,1415,15,N Hollywood,1549,2,354,THEFT OF IDENTITY,0377,58,M,H,101.0,STREET,,,IC,Invest Cont,354.0,,,,5500    STROHM                       AV,,34.17,-118.3594
